program,workstream,tool_id,capex_category,vendor,fiscal_month,planned_spend_usd,actual_spend_usd,forecast_spend_usd,po_date,install_date_planned,install_date_actual,status
Nova-Upgrade,Controls,T-NO-02,IT/Network,VendorE,2025-11,155776.0,160338.65,157829.19,2025-11-20,2026-04-02,,Planned
Nova-Upgrade,Controls,T-NO-02,Fixtures,VendorE,2025-12,38306.0,41494.85,39740.98,2025-12-02,2026-03-13,,Planned
Nova-Upgrade,Controls,T-NO-02,SpareParts,VendorE,2025-12,36324.0,35611.42,36003.34,2025-12-03,2026-04-05,2026-03-24,Installed
Nova-Upgrade,Controls,T-NO-02,Facilities,VendorE,2025-12,256379.0,286665.7,270008.02,2025-12-08,2026-01-23,,Planned
Nova-Upgrade,Controls,T-NO-03,SpareParts,VendorB,2024-01,293086.0,249108.28,273296.02,2024-01-06,2024-03-10,2024-03-09,Installed
Nova-Upgrade,Controls,T-NO-03,Tooling,VendorB,2024-01,280693.0,265823.21,274001.6,2024-01-24,2024-03-20,,Planned
Nova-Upgrade,Controls,T-NO-03,Fixtures,VendorB,2024-01,225692.0,269255.52,245295.59,2024-01-19,2024-05-11,2024-06-02,Installed
Nova-Upgrade,Controls,T-NO-03,SpareParts,VendorB,2024-02,226100.0,204278.15,216280.17,2024-02-24,2024-04-21,,Planned
Nova-Upgrade,Controls,T-NO-03,Tooling,VendorB,2024-02,16186.0,14246.65,15313.29,2024-02-24,2024-05-16,2024-05-10,Installed
Nova-Upgrade,Controls,T-NO-03,Fixtures,VendorB,2024-02,199519.0,183762.75,192428.69,2024-02-22,2024-04-21,,Planned
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2024-03,277011.0,317787.35,295360.36,2024-03-11,2024-05-24,2024-06-24,Installed
Nova-Upgrade,Controls,T-NO-03,Fixtures,VendorB,2024-03,266836.0,221077.29,246244.58,2024-03-13,2024-07-29,2024-08-13,Installed
Nova-Upgrade,Controls,T-NO-03,IT/Network,VendorB,2024-03,199196.0,203639.11,201195.4,2024-03-16,2024-04-18,,Planned
Nova-Upgrade,Controls,T-NO-03,Facilities,VendorB,2024-04,286819.0,301532.1,293439.9,2024-04-06,2024-05-06,2024-04-30,Installed
Nova-Upgrade,Controls,T-NO-03,SpareParts,VendorB,2024-04,288313.0,271285.48,280650.62,2024-04-01,2024-08-17,2024-09-06,Delayed
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2024-04,178124.0,186886.71,182067.22,2024-04-16,2024-06-01,2024-07-02,Installed
Nova-Upgrade,Controls,T-NO-03,Facilities,VendorB,2024-05,227273.0,244722.37,235125.22,2024-05-12,2024-07-17,,Planned
Nova-Upgrade,Controls,T-NO-03,Fixtures,VendorB,2024-05,50491.0,42689.62,46980.38,2024-05-03,2024-09-11,,Planned
Nova-Upgrade,Controls,T-NO-03,Tooling,VendorB,2024-05,157720.0,172788.09,164500.64,2024-05-02,2024-08-18,2024-09-02,Installed
Nova-Upgrade,Controls,T-NO-03,SpareParts,VendorB,2024-06,247750.0,374036.8,304579.06,2024-06-06,2024-07-27,2024-08-26,Installed
Nova-Upgrade,Controls,T-NO-03,Tooling,VendorB,2024-06,139397.0,122420.99,131757.8,2024-06-19,2024-10-27,2024-11-08,Installed
Nova-Upgrade,Controls,T-NO-03,Facilities,VendorB,2024-06,111959.0,111308.87,111666.44,2024-06-21,2024-10-12,2024-11-06,Installed
Nova-Upgrade,Controls,T-NO-03,Fixtures,VendorB,2024-07,85431.0,108519.84,95820.98,2024-07-09,2024-08-02,,Planned
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2024-07,161815.0,164379.81,162969.17,2024-07-13,2024-10-01,2024-10-01,Delayed
Nova-Upgrade,Controls,T-NO-03,IT/Network,VendorB,2024-07,26294.0,31883.25,28809.16,2024-07-25,2024-10-15,2024-10-15,Installed
Nova-Upgrade,Controls,T-NO-03,Tooling,VendorB,2024-08,149816.0,172166.84,159873.88,2024-08-23,2024-12-19,,Planned
Nova-Upgrade,Controls,T-NO-03,SpareParts,VendorB,2024-08,122421.0,155476.34,137295.9,2024-08-19,2024-12-11,2024-12-27,Installed
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2024-08,173332.0,182577.06,177492.28,2024-08-07,2024-10-16,2024-11-14,Installed
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2024-09,64520.0,69348.2,66692.69,2024-09-15,2024-11-06,,Planned
Nova-Upgrade,Controls,T-NO-03,Fixtures,VendorB,2024-09,39383.0,37452.09,38514.09,2024-09-25,2024-12-04,2024-12-08,Installed
Nova-Upgrade,Controls,T-NO-03,Facilities,VendorB,2024-09,281629.0,290029.23,285409.1,2024-09-09,2024-10-10,2024-11-12,Installed
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2024-10,22481.0,19351.76,21072.84,2024-10-15,2025-01-31,2025-01-19,Installed
Nova-Upgrade,Controls,T-NO-03,Tooling,VendorB,2024-10,173293.0,101307.22,140899.4,2024-10-03,2024-11-10,2024-11-30,Installed
Nova-Upgrade,Controls,T-NO-03,Fixtures,VendorB,2024-10,177518.0,208738.37,191567.17,2024-10-11,2025-02-23,,Planned
Nova-Upgrade,Controls,T-NO-03,Facilities,VendorB,2024-11,71053.0,71099.37,71073.87,2024-11-22,2024-12-24,2025-01-04,Installed
Nova-Upgrade,Controls,T-NO-03,IT/Network,VendorB,2024-11,83942.0,78053.64,81292.24,2024-11-22,2025-03-12,,Planned
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2024-11,104379.0,142498.92,121532.96,2024-11-04,2024-12-12,,Planned
Nova-Upgrade,Controls,T-NO-03,Tooling,VendorB,2024-12,80977.0,74480.38,78053.52,2024-12-21,2025-02-07,,Planned
Nova-Upgrade,Controls,T-NO-03,Fixtures,VendorB,2024-12,285304.0,244099.37,266761.92,2024-12-24,2025-04-27,2025-05-23,Installed
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2024-12,115159.0,109574.27,112645.87,2024-12-04,2025-03-08,,Planned
Nova-Upgrade,Controls,T-NO-03,SpareParts,VendorB,2025-01,172424.0,184830.56,178006.95,2025-01-12,2025-05-23,2025-05-30,Delayed
Nova-Upgrade,Controls,T-NO-03,IT/Network,VendorB,2025-01,201962.0,233245.82,216039.72,2025-01-20,2025-03-20,2025-04-18,Installed
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2025-01,137690.0,161896.66,148583.0,2025-01-25,2025-06-13,2025-07-17,Installed
Nova-Upgrade,Controls,T-NO-03,Fixtures,VendorB,2025-02,233626.0,198522.99,217829.65,2025-02-08,2025-03-27,,Planned
Nova-Upgrade,Controls,T-NO-03,IT/Network,VendorB,2025-02,49560.0,53744.44,51443.0,2025-02-06,2025-04-24,2025-05-26,Installed
Nova-Upgrade,Controls,T-NO-03,SpareParts,VendorB,2025-02,19914.0,14825.04,17623.97,2025-02-17,2025-04-26,2025-05-22,Installed
Nova-Upgrade,Controls,T-NO-03,SpareParts,VendorB,2025-03,111356.0,102874.94,107539.52,2025-03-08,2025-04-06,,Planned
Nova-Upgrade,Controls,T-NO-03,Fixtures,VendorB,2025-03,114764.0,129337.08,121321.89,2025-03-17,2025-06-23,2025-07-10,Installed
Nova-Upgrade,Controls,T-NO-03,Tooling,VendorB,2025-03,247060.0,292308.45,267421.8,2025-03-01,2025-04-10,2025-03-30,Installed
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2025-04,28533.0,29579.8,29004.06,2025-04-16,2025-05-25,2025-05-24,Installed
Nova-Upgrade,Controls,T-NO-03,SpareParts,VendorB,2025-04,204228.0,171414.73,189462.03,2025-04-10,2025-05-15,,Planned
Nova-Upgrade,Controls,T-NO-03,Facilities,VendorB,2025-04,278579.0,308248.37,291930.22,2025-04-13,2025-05-23,2025-05-11,Delayed
Nova-Upgrade,Controls,T-NO-03,Facilities,VendorB,2025-05,204517.0,228719.9,215408.3,2025-05-04,2025-09-05,2025-09-24,Installed
Nova-Upgrade,Controls,T-NO-03,Tooling,VendorB,2025-05,76035.0,87897.39,81373.07,2025-05-24,2025-08-02,2025-08-09,Installed
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2025-05,292728.0,323864.2,306739.29,2025-05-21,2025-09-04,2025-10-07,Installed
Nova-Upgrade,Controls,T-NO-03,Fixtures,VendorB,2025-06,273846.0,206329.18,243463.43,2025-06-23,2025-07-15,2025-07-15,Installed
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2025-06,79467.0,79009.06,79260.93,2025-06-04,2025-08-27,2025-08-27,Installed
Nova-Upgrade,Controls,T-NO-03,SpareParts,VendorB,2025-06,105221.0,105957.9,105552.61,2025-06-08,2025-09-18,,Planned
Nova-Upgrade,Controls,T-NO-03,Facilities,VendorB,2025-07,233356.0,230252.52,231959.43,2025-07-21,2025-11-28,2025-11-13,Installed
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2025-07,210765.0,238447.89,223222.3,2025-07-18,2025-09-21,2025-09-20,Installed
Nova-Upgrade,Controls,T-NO-03,IT/Network,VendorB,2025-07,214297.0,217580.79,215774.7,2025-07-09,2025-10-29,,Planned
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2025-08,180154.0,178118.24,179237.91,2025-08-06,2025-10-16,,Planned
Nova-Upgrade,Controls,T-NO-03,Tooling,VendorB,2025-08,233296.0,230083.52,231850.38,2025-08-05,2025-11-21,,Planned
Nova-Upgrade,Controls,T-NO-03,SpareParts,VendorB,2025-08,254269.0,306112.86,277598.73,2025-08-08,2025-09-15,2025-09-02,Installed
Nova-Upgrade,Controls,T-NO-03,IT/Network,VendorB,2025-09,73083.0,75205.47,74038.11,2025-09-25,2026-02-10,,Planned
Nova-Upgrade,Controls,T-NO-03,Fixtures,VendorB,2025-09,101598.0,104824.69,103050.01,2025-09-05,2025-12-24,,Planned
Nova-Upgrade,Controls,T-NO-03,Facilities,VendorB,2025-09,67114.0,58991.2,63458.74,2025-09-02,2025-10-17,2025-11-07,Installed
Nova-Upgrade,Controls,T-NO-03,Tooling,VendorB,2025-10,142484.0,132486.69,137985.21,2025-10-13,2025-11-08,,Planned
Nova-Upgrade,Controls,T-NO-03,TestEquipment,VendorB,2025-10,182708.0,172997.4,178338.23,2025-10-13,2026-02-03,2026-01-29,Installed
Nova-Upgrade,Controls,T-NO-03,IT/Network,VendorB,2025-10,78316.0,69836.02,74500.01,2025-10-22,2026-03-04,2026-03-18,Installed
Nova-Upgrade,Controls,T-NO-03,Tooling,VendorB,2025-11,237723.0,239327.57,238445.06,2025-11-18,2026-02-28,2026-03-04,Installed
Nova-Upgrade,Controls,T-NO-03,SpareParts,VendorB,2025-11,207613.0,211408.99,209321.2,2025-11-04,2026-03-05,2026-03-13,Installed
Nova-Upgrade,Controls,T-NO-03,Facilities,VendorB,2025-11,171321.0,182739.91,176459.51,2025-11-24,2026-01-07,2026-01-23,Installed
Nova-Upgrade,Controls,T-NO-03,IT/Network,VendorB,2025-12,140256.0,129818.76,135559.24,2025-12-23,2026-03-26,,Planned
Nova-Upgrade,Controls,T-NO-03,Fixtures,VendorB,2025-12,290993.0,271184.38,282079.12,2025-12-15,2026-04-06,2026-04-11,Installed
Nova-Upgrade,Controls,T-NO-03,SpareParts,VendorB,2025-12,261652.0,256590.69,259374.41,2025-12-15,2026-04-02,2026-03-25,Delayed
Nova-Upgrade,Facilities,T-NO-04,IT/Network,VendorF,2024-01,177309.0,221028.25,196982.66,2024-01-05,2024-05-18,2024-05-16,Installed
Nova-Upgrade,Facilities,T-NO-04,Facilities,VendorF,2024-01,44390.0,50295.94,47047.67,2024-01-02,2024-05-20,,Planned
Nova-Upgrade,Facilities,T-NO-04,Tooling,VendorF,2024-01,119776.0,139029.43,128440.04,2024-01-12,2024-05-29,2024-05-31,Installed
Nova-Upgrade,Facilities,T-NO-04,IT/Network,VendorF,2024-02,146063.0,187952.1,164913.1,2024-02-06,2024-03-03,2024-02-23,Installed
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2024-02,11648.0,8704.8,10323.56,2024-02-16,2024-04-30,,Planned
Nova-Upgrade,Facilities,T-NO-04,Fixtures,VendorF,2024-02,138034.0,85863.4,114557.23,2024-02-08,2024-04-10,,Planned
Nova-Upgrade,Facilities,T-NO-04,SpareParts,VendorF,2024-03,234407.0,238220.45,236123.05,2024-03-23,2024-06-06,2024-05-27,Installed
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2024-03,103099.0,136161.91,117977.31,2024-03-23,2024-06-09,,Planned
Nova-Upgrade,Facilities,T-NO-04,Tooling,VendorF,2024-03,180117.0,187083.88,183252.1,2024-03-14,2024-07-30,2024-07-30,Installed
Nova-Upgrade,Facilities,T-NO-04,SpareParts,VendorF,2024-04,13519.0,14856.54,14120.89,2024-04-19,2024-08-22,2024-08-18,Installed
Nova-Upgrade,Facilities,T-NO-04,Facilities,VendorF,2024-04,114047.0,114479.05,114241.42,2024-04-04,2024-06-08,,Planned
Nova-Upgrade,Facilities,T-NO-04,IT/Network,VendorF,2024-04,59992.0,43879.56,52741.4,2024-04-16,2024-08-31,,Planned
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2024-05,11607.0,8346.15,10139.62,2024-05-12,2024-09-02,2024-09-13,Installed
Nova-Upgrade,Facilities,T-NO-04,SpareParts,VendorF,2024-05,170598.0,211059.98,188805.89,2024-05-01,2024-08-14,2024-08-24,Installed
Nova-Upgrade,Facilities,T-NO-04,Fixtures,VendorF,2024-05,45679.0,55828.91,50246.46,2024-05-23,2024-07-02,,Planned
Nova-Upgrade,Facilities,T-NO-04,SpareParts,VendorF,2024-06,274761.0,252494.41,264741.03,2024-06-19,2024-07-30,2024-08-13,Delayed
Nova-Upgrade,Facilities,T-NO-04,Fixtures,VendorF,2024-06,272007.0,218552.11,247952.3,2024-06-03,2024-07-26,,Planned
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2024-06,283250.0,195271.3,243659.58,2024-06-23,2024-08-02,2024-07-27,Installed
Nova-Upgrade,Facilities,T-NO-04,IT/Network,VendorF,2024-07,296649.0,311723.78,303432.65,2024-07-11,2024-08-12,,Planned
Nova-Upgrade,Facilities,T-NO-04,Tooling,VendorF,2024-07,226381.0,164492.43,198531.14,2024-07-17,2024-09-29,,Planned
Nova-Upgrade,Facilities,T-NO-04,Facilities,VendorF,2024-07,202777.0,185725.68,195103.9,2024-07-23,2024-11-10,2024-11-29,Installed
Nova-Upgrade,Facilities,T-NO-04,SpareParts,VendorF,2024-08,38133.0,31875.27,35317.02,2024-08-25,2024-12-25,2024-12-12,Installed
Nova-Upgrade,Facilities,T-NO-04,Tooling,VendorF,2024-08,200985.0,188522.35,195376.81,2024-08-25,2024-09-28,2024-10-01,Installed
Nova-Upgrade,Facilities,T-NO-04,Facilities,VendorF,2024-08,117366.0,86781.23,103602.85,2024-08-18,2024-10-22,2024-10-11,Delayed
Nova-Upgrade,Facilities,T-NO-04,Facilities,VendorF,2024-09,97030.0,98331.74,97615.78,2024-09-09,2025-01-16,2025-01-14,Installed
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2024-09,267014.0,211101.87,241853.54,2024-09-18,2024-11-06,,Planned
Nova-Upgrade,Facilities,T-NO-04,IT/Network,VendorF,2024-09,35982.0,36956.4,36420.48,2024-09-15,2024-12-03,2025-01-04,Delayed
Nova-Upgrade,Facilities,T-NO-04,Tooling,VendorF,2024-10,298777.0,326610.09,311301.89,2024-10-10,2024-12-15,,Planned
Nova-Upgrade,Facilities,T-NO-04,SpareParts,VendorF,2024-10,83772.0,70762.32,77917.65,2024-10-18,2024-11-18,2024-12-11,Installed
Nova-Upgrade,Facilities,T-NO-04,IT/Network,VendorF,2024-10,55771.0,49852.07,53107.48,2024-10-21,2024-12-03,2024-12-03,Installed
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2024-11,104268.0,97738.89,101329.9,2024-11-22,2025-03-18,2025-03-16,Installed
Nova-Upgrade,Facilities,T-NO-04,SpareParts,VendorF,2024-11,228796.0,157515.54,196719.79,2024-11-02,2024-12-18,2024-12-09,Installed
Nova-Upgrade,Facilities,T-NO-04,Facilities,VendorF,2024-11,163399.0,191348.4,175976.23,2024-11-22,2025-01-04,,Planned
Nova-Upgrade,Facilities,T-NO-04,IT/Network,VendorF,2024-12,231143.0,175009.41,205882.89,2024-12-02,2025-03-10,2025-03-03,Installed
Nova-Upgrade,Facilities,T-NO-04,Facilities,VendorF,2024-12,299427.0,242369.78,273751.25,2024-12-12,2025-04-16,2025-04-24,Installed
Nova-Upgrade,Facilities,T-NO-04,Tooling,VendorF,2024-12,57246.0,55846.96,56616.43,2024-12-01,2024-12-28,2025-01-29,Installed
Nova-Upgrade,Facilities,T-NO-04,Fixtures,VendorF,2025-01,233364.0,215022.72,225110.43,2025-01-15,2025-03-12,,Planned
Nova-Upgrade,Facilities,T-NO-04,Facilities,VendorF,2025-01,74308.0,75607.77,74892.9,2025-01-18,2025-04-01,,Planned
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2025-01,295928.0,291962.75,294143.64,2025-01-14,2025-04-28,2025-04-28,Delayed
Nova-Upgrade,Facilities,T-NO-04,IT/Network,VendorF,2025-02,188101.0,175198.15,182294.72,2025-02-21,2025-04-08,2025-04-04,Installed
Nova-Upgrade,Facilities,T-NO-04,Fixtures,VendorF,2025-02,186022.0,196167.59,190587.52,2025-02-17,2025-05-12,2025-05-05,Installed
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2025-02,159404.0,165935.69,162343.26,2025-02-07,2025-04-07,2025-05-07,Installed
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2025-03,216615.0,147032.33,185302.8,2025-03-02,2025-05-21,2025-06-18,Installed
Nova-Upgrade,Facilities,T-NO-04,Fixtures,VendorF,2025-03,80299.0,87132.22,83373.95,2025-03-18,2025-07-03,,Planned
Nova-Upgrade,Facilities,T-NO-04,IT/Network,VendorF,2025-03,211406.0,211329.51,211371.58,2025-03-18,2025-04-16,,Planned
Nova-Upgrade,Facilities,T-NO-04,Fixtures,VendorF,2025-04,278180.0,301467.49,288659.37,2025-04-18,2025-07-02,2025-07-19,Installed
Nova-Upgrade,Facilities,T-NO-04,Tooling,VendorF,2025-04,185690.0,170007.13,178632.71,2025-04-24,2025-07-16,,Planned
Nova-Upgrade,Facilities,T-NO-04,SpareParts,VendorF,2025-04,143543.0,148407.74,145732.13,2025-04-04,2025-05-04,2025-05-17,Installed
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2025-05,133393.0,146774.27,139414.57,2025-05-04,2025-07-20,2025-08-01,Installed
Nova-Upgrade,Facilities,T-NO-04,IT/Network,VendorF,2025-05,160142.0,148209.31,154772.29,2025-05-07,2025-08-19,,Planned
Nova-Upgrade,Facilities,T-NO-04,Fixtures,VendorF,2025-05,73265.0,85957.75,78976.74,2025-05-14,2025-07-27,,Planned
Nova-Upgrade,Facilities,T-NO-04,Fixtures,VendorF,2025-06,105291.0,100534.16,103150.42,2025-06-24,2025-09-27,2025-09-18,Installed
Nova-Upgrade,Facilities,T-NO-04,Facilities,VendorF,2025-06,93505.0,87695.07,90890.53,2025-06-07,2025-09-09,2025-09-07,Installed
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2025-06,152934.0,135886.34,145262.55,2025-06-17,2025-10-22,2025-11-05,Installed
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2025-07,42137.0,45406.38,43608.22,2025-07-24,2025-10-20,2025-10-12,Installed
Nova-Upgrade,Facilities,T-NO-04,Facilities,VendorF,2025-07,261466.0,241063.18,252284.73,2025-07-04,2025-08-01,2025-08-02,Installed
Nova-Upgrade,Facilities,T-NO-04,Fixtures,VendorF,2025-07,79595.0,82462.85,80885.53,2025-07-09,2025-09-17,2025-09-28,Installed
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2025-08,177278.0,186020.48,181212.12,2025-08-19,2025-09-22,2025-09-11,Installed
Nova-Upgrade,Facilities,T-NO-04,Facilities,VendorF,2025-08,143639.0,155219.15,148850.07,2025-08-15,2025-09-25,,Planned
Nova-Upgrade,Facilities,T-NO-04,Fixtures,VendorF,2025-08,87384.0,89917.93,88524.27,2025-08-21,2025-09-29,,Planned
Nova-Upgrade,Facilities,T-NO-04,Facilities,VendorF,2025-09,40451.0,43725.88,41924.7,2025-09-13,2025-12-06,2025-12-26,Installed
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2025-09,56665.0,53778.33,55366.0,2025-09-12,2025-10-17,2025-11-05,Installed
Nova-Upgrade,Facilities,T-NO-04,SpareParts,VendorF,2025-09,295482.0,288846.42,292495.99,2025-09-22,2026-01-28,,Planned
Nova-Upgrade,Facilities,T-NO-04,TestEquipment,VendorF,2025-10,250398.0,294528.72,270256.82,2025-10-08,2026-01-09,,Planned
Nova-Upgrade,Facilities,T-NO-04,Fixtures,VendorF,2025-10,219737.0,222419.43,220944.09,2025-10-08,2026-02-13,2026-02-28,Installed
Nova-Upgrade,Facilities,T-NO-04,SpareParts,VendorF,2025-10,83511.0,87794.83,85438.73,2025-10-15,2025-12-07,2025-11-23,Installed
Nova-Upgrade,Facilities,T-NO-04,Tooling,VendorF,2025-11,115157.0,122083.64,118273.99,2025-11-11,2026-03-29,2026-04-12,Delayed
Nova-Upgrade,Facilities,T-NO-04,Facilities,VendorF,2025-11,281899.0,309563.44,294348.0,2025-11-22,2026-01-29,2026-03-03,Installed
Nova-Upgrade,Facilities,T-NO-04,IT/Network,VendorF,2025-11,195584.0,184100.4,190416.38,2025-11-14,2026-02-04,,Planned
Nova-Upgrade,Facilities,T-NO-04,Fixtures,VendorF,2025-12,174210.0,163334.37,169315.97,2025-12-22,2026-04-11,,Planned
Nova-Upgrade,Facilities,T-NO-04,Facilities,VendorF,2025-12,215458.0,226203.81,220293.61,2025-12-22,2026-01-11,,Planned
Nova-Upgrade,Facilities,T-NO-04,IT/Network,VendorF,2025-12,152076.0,146854.47,149726.31,2025-12-12,2026-02-27,,Planned
Nova-Upgrade,SupplyChain,T-NO-05,TestEquipment,VendorD,2024-01,208609.0,187620.06,199163.98,2024-01-03,2024-02-06,2024-02-03,Installed
Nova-Upgrade,SupplyChain,T-NO-05,IT/Network,VendorD,2024-01,24806.0,30221.21,27242.85,2024-01-09,2024-03-20,,Planned
Nova-Upgrade,SupplyChain,T-NO-05,Tooling,VendorD,2024-01,258083.0,272038.23,264362.85,2024-01-25,2024-04-17,2024-04-19,Installed
Nova-Upgrade,SupplyChain,T-NO-05,SpareParts,VendorD,2024-02,33369.0,31813.56,32669.05,2024-02-09,2024-05-30,2024-05-31,Installed
Nova-Upgrade,SupplyChain,T-NO-05,Facilities,VendorD,2024-02,49433.0,43126.03,46594.86,2024-02-21,2024-06-05,,Planned
Nova-Upgrade,SupplyChain,T-NO-05,Fixtures,VendorD,2024-02,67507.0,72593.09,69795.74,2024-02-05,2024-05-25,2024-06-27,Installed
Nova-Upgrade,SupplyChain,T-NO-05,Facilities,VendorD,2024-03,103082.0,127399.19,114024.73,2024-03-20,2024-05-28,2024-05-22,Installed
Nova-Upgrade,SupplyChain,T-NO-05,TestEquipment,VendorD,2024-03,48949.0,68506.08,57749.69,2024-03-20,2024-07-26,2024-07-15,Installed
Nova-Upgrade,SupplyChain,T-NO-05,Tooling,VendorD,2024-03,91031.0,112230.1,100570.6,2024-03-02,2024-04-15,2024-04-13,Installed
Nova-Upgrade,SupplyChain,T-NO-05,Tooling,VendorD,2024-04,28553.0,28989.74,28749.53,2024-04-10,2024-08-16,,Planned
Nova-Upgrade,SupplyChain,T-NO-05,IT/Network,VendorD,2024-04,88665.0,98082.26,92902.77,2024-04-04,2024-07-16,2024-07-23,Delayed
Nova-Upgrade,SupplyChain,T-NO-05,Facilities,VendorD,2024-04,194729.0,223700.98,207766.39,2024-04-02,2024-05-29,,Planned
Nova-Upgrade,SupplyChain,T-NO-05,Fixtures,VendorD,2024-05,20898.0,23188.97,21928.94,2024-05-19,2024-08-28,2024-08-21,Delayed
Nova-Upgrade,SupplyChain,T-NO-05,IT/Network,VendorD,2024-05,35802.0,39118.14,37294.26,2024-05-16,2024-07-22,2024-08-16,Installed
Nova-Upgrade,SupplyChain,T-NO-05,Facilities,VendorD,2024-05,214109.0,245159.02,228081.51,2024-05-02,2024-06-08,2024-05-28,Installed
Nova-Upgrade,SupplyChain,T-NO-05,SpareParts,VendorD,2024-06,127348.0,143383.92,134564.16,2024-06-11,2024-08-21,,Planned
Nova-Upgrade,SupplyChain,T-NO-05,IT/Network,VendorD,2024-06,109774.0,99638.19,105212.88,2024-06-22,2024-10-11,2024-11-05,Installed
Nova-Upgrade,SupplyChain,T-NO-05,Tooling,VendorD,2024-06,48325.0,27041.6,38747.47,2024-06-21,2024-09-03,2024-08-31,Installed
Nova-Upgrade,SupplyChain,T-NO-05,SpareParts,VendorD,2024-07,15158.0,15322.54,15232.04,2024-07-08,2024-08-10,2024-07-27,Installed
Nova-Upgrade,SupplyChain,T-NO-05,Tooling,VendorD,2024-07,196799.0,225747.95,209826.03,2024-07-08,2024-08-17,2024-09-11,Installed
Nova-Upgrade,SupplyChain,T-NO-05,Fixtures,VendorD,2024-07,155227.0,174516.48,163907.27,2024-07-02,2024-09-16,2024-10-01,Installed
Nova-Upgrade,SupplyChain,T-NO-05,Tooling,VendorD,2024-08,122360.0,86709.91,106317.46,2024-08-03,2024-11-29,2024-12-19,Installed
Nova-Upgrade,SupplyChain,T-NO-05,Facilities,VendorD,2024-08,294122.0,305234.5,299122.63,2024-08-10,2024-09-02,2024-08-25,Installed
Nova-Upgrade,SupplyChain,T-NO-05,IT/Network,VendorD,2024-08,158002.0,163525.73,160487.68,2024-08-16,2024-09-16,2024-10-13,Delayed
Nova-Upgrade,SupplyChain,T-NO-05,IT/Network,VendorD,2024-09,98880.0,94208.2,96777.69,2024-09-09,2024-10-23,,Planned
Nova-Upgrade,SupplyChain,T-NO-05,Tooling,VendorD,2024-09,169311.0,177480.79,172987.41,2024-09-01,2024-12-22,2025-01-22,Installed
Nova-Upgrade,SupplyChain,T-NO-05,Fixtures,VendorD,2024-09,150916.0,206982.23,176145.8,2024-09-11,2024-10-22,2024-11-04,Installed
Nova-Upgrade,SupplyChain,T-NO-05,Fixtures,VendorD,2024-10,265557.0,324296.99,291989.99,2024-10-05,2024-10-30,2024-10-22,Installed
Nova-Upgrade,SupplyChain,T-NO-05,SpareParts,VendorD,2024-10,111343.0,91311.5,102328.82,2024-10-25,2025-02-20,2025-02-14,Installed
Nova-Upgrade,SupplyChain,T-NO-05,TestEquipment,VendorD,2024-10,292832.0,375190.66,329893.4,2024-10-25,2025-03-08,2025-04-06,Delayed
Nova-Upgrade,SupplyChain,T-NO-05,Facilities,VendorD,2024-11,121306.0,105694.99,114281.04,2024-11-09,2024-11-29,2024-11-15,Installed
Nova-Upgrade,SupplyChain,T-NO-05,Fixtures,VendorD,2024-11,174970.0,200355.97,186393.69,2024-11-04,2025-02-03,,Planned
Nova-Upgrade,SupplyChain,T-NO-05,IT/Network,VendorD,2024-11,90963.0,111068.38,100010.42,2024-11-03,2024-11-25,2024-11-22,Installed
Nova-Upgrade,SupplyChain,T-NO-05,TestEquipment,VendorD,2024-12,164273.0,163282.82,163827.42,2024-12-19,2025-05-03,2025-04-23,Installed
Nova-Upgrade,SupplyChain,T-NO-05,IT/Network,VendorD,2024-12,147711.0,153493.89,150313.3,2024-12-03,2025-04-05,2025-05-07,Delayed
